SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
17-1511	VOLKSWAGEN-SEAT		MAP SENSORU VW CADDY, GOLF, POLO, LUPO - SEAT IBIZA, INCA		030906051A	104-013			
17-1512	AUDI-VOLKSWAGEN-SEAT-SKODA-PORSCHE		MAP SENSORU AUDI A4, A5, A6, A7, A8, Q5, Q7 - VW TRANSPORTER T5, TOUAREG, SHARAN, JETTA - SEAT LEON, TOLEDO, ALTEA - SKODA OCTAVIA - PORSCHE CAYENNE, PANAMERA		059906051A - 07Z906051B -	103-018			
17-1515	SKODA		MAP SENSORU SKODA FELICIA I - II		47906051	104-011			
17-1516	AUDI-VOLKSWAGEN-SKODA-SEAT		MAP SENSORU AUDI A3, A1, A4, A5, A6, A7, A8, Q3, Q5, Q7 - VW GOLF, POLO, PASSAT, JETTA, CADDY, TOURAN - SKODA FABIA, OCTAVIA, ROOMSTER, YETI - SEAT IBIZA, ALTEA, TOLEDO		Y.NO 0261230234 036906051G - 95835505107 -	104-013			
17-1517	AUDI		MAP SENSORU AUDI A4 - A5 - A6 - A8 - Q3 - Q7 - R8		036906051C	104-013			
17-1518	VOLKSWAGEN-SKODA-SEAT		MAP SENSORU VW POLO - SKODA FABIA II, ROOMSTER - SEAT IBIZA IV		03P906081	104-013			
17-1600	MINI-LAND ROVER		MAP SENSORU MINI I COOPER, ONE - LAND ROVER FREELANDER		12140872648 - MHK100820L -	104-011			
17-1601	BMW-OPEL		MAP SENSORU BMW E46, E53 - OPEL OMEGA B		13327785354 - 6238222 -	103-001			
17-1602	BMW		MAP SENSORU BMW E87, E46, E90, E91, E60, E61, E65, E66, E67, E83, E53		13617787142 - 7787142 -	103-009-3			
17-1603	BMW-OPEL-LAND ROVER	L322	MAP SENSORU BMW E46-E39-E38-E53 - OPEL OMEGA B - LAND ROVER FREELANDER, RANGE ROVER III (L322)		13622246977 - 5850801 -	103-009			
17-1604	MINI		MAP SENSORU MINI COOPER R50 - R52 - R53 ( John Cooper Works,  Cooper S )		12140872679 - 872679 - MHK101040	104-011			
17-1605	MINI-CITROEN-PEUGEOT		MAP SENSORU MINI COOPER R55, R56, R57 - CITROEN C4, C4 PICASSO, C5 - PEUGEOT 207, 3008, 308, 5008, RCZ - DS3, DS4, DS5		13627535069 - 7535069 - 1922.R6	104-004			
17-1606	BMW-MINI-TOYOTA		MAP SENSORU BMW E81, E87, E82, E88, F20, E90, E91, E92, E93, F30, F80 - MINI R54, R55, R56, R57, R58, R59, R60, R61 - TOYOTA AVENSIS T27, VERSO		13627804742 - 13628570118 - 13628637896	103-062			
17-1700	MERCEDES		MAP SENSORU MERCEDES SPRINTER, VIANO, W176, W177, W204, W205, A205, C204, C205, S204, S205, C117, C118, W212, W221		0061531628 - A0071530028 - A0101537228	103-060			
17-1701	MERCEDES-JEEP		MAP SENSORU MERCEDES SPRINTER, VANEO, VIANO, VITO, C180, C200, E200, A200, C220, CLK200, S320, S400, S600, S65 - JEEP GRAND CHEROKEE II 2.7 CRD - CHRYSLER		0051537228 - A0051537228 - 0041533328	103-060			
17-1702	MERCEDES		MAP SENSORU MERCEDES SPRINTER, VITO, W168, W169, W176, W245, W246, W242, W203,W210, W211, W212 - VW CRAFTER		0051535028 - 0041533028 - 2E0906051A	103-060			
17-1703	MERCEDES		MAP SENSORU MERCEDES SPRINTER, VITO, W169, W245, W204, W203, S203, S204, W211, W212, W213, W221, W220, W222		0041538428 - A0061531528 - A0061539928	103-060			
17-1800	FORD-HONDA-MITSUBISHI		MAP SENSORU FORD FIESTA VI, VII, FOCUS III, KA+, KUGA, MONDEO - HONDA JAZZ - MITSUBISHI COLT, LANCER		CV2A-9F479-AA	104-001			
17-1801	FORD-FIAT-PEUGEOT-CITROEN		MAP SENSÖRÜ FORD COURIER, FIESTA, B-MAX - FIAT ULYSSE - PEUGEOT 2008, 208, 4007, 407 - CITROEN C3, C5		10.3134 AV2Q-12T551-AA 9651931280 1920.LH	103-003			
17-1802	FORD		MAP SENSORU FORD FIESTA IV - FOCUS - KA		XS6F-9F479-AB - XS6F-9F479-AA -				
17-1803	FORD-PEUGEOT-CITROEN-FIAT-TOYOTA		MAP SENSÖRÜ FORD FIESTA VI - PEUGEOT 206, 206+, 406, BIPPER, EXPERT - CITROEN C3, C5, JUMPY, NEMO - FIAT SCUDO, ULYSSE - TOYOTA		2S6Q-12T551-AA 1920.GH SU001-00645 721623	103-003			
17-1804	FORD-LAND ROVER-CITROEN-PEUGEOT		MAP SENSORU FORD GALAXY, MONDEO, - LAND ROVER FREELANDER, DISCOVERY, RANGE ROVER EVOQUE - CITROEN C5, C6, C8 - PEUGEOT 407, 4007, 508, 607 - JAGUAR XF		6G9Q-9F479-AB - LR001324 - 1920.LG	103-003			
17-1805	FORD-LAND ROVER-VOLVO		MAP SENSORU FORD FOCUS, MONDEO, S-MAX, GALAXY - LAND ROVER FREELANDER, DISCOVERY, RANGE ROVER EVOQUE - VOLVO C30, C70, S40, S60, S80		6G9N-12B676-AB - LR008887 - LR021587	104-001			
17-1806	FORD		MAP SENSÖRÜ FORD C-MAX - FOCUS - GALAXY - MONDEO II - S-MAX		4M51-9F479-AA - 4M5Q-9S428-AA	103-001			
17-1900	HONDA		MAP SENSORU HONDA CIVIC IX - CR-V IV - HR-V		37830-RZ0-G01 - 37830-RZ0-G02 - 37830-RZ0-G11	104-001			
17-2100	TOYOTA-LAND ROVER-SUBARU-MINI-MAZDA		MAP SENSÖRÜ TOYOTA COROLLA, AVENSIS, AURIS, HILUX, LAND CRUISER, RAV4 D-4D - SUBARU FORESTER, IMPREZA, LEGACY - MINI I One D - MAZDA 6		10.3163 89420-12210 - 89421-20210 - 89421-71020 8942012220	103-046			
17-2200	HYUNDAI-KIA		MAP SENSORU HYUNDAI ACCENT, ELENTRA, GETZ, H100, I20, I30, I40, SONATA, TUCSON - KIA BONGO, CEE'D, PICANTO, RIO, SORENTO, SPORTAGE		39300-2G000 - 39300-84400	104-001			
17-2201	HYUNDAI-KIA		MAP SENSORU HYUNDAI ACCENT, ELANTRA, I10, I20, I30, I40, IX35, SONATA, KONA, IONIQ - KIA CEE'D, CERATO, PICANTO, RIO		39300-2B000 - 39300-2B100 - 39300-03000	104-001			
17-2202	HYUNDAI-KIA	TEK KULAK	MAP SENSORU ( TEK KULAK ) HYUNDAI ACCENT, ATOS, ELANTRA, GETZ, I30, MATRIX, SONATA - KIA CEE'D, CERATO, PICANTO, RIO, SPORTAGE		39300-22600 - 39300-38110	104-001			
17-2202-1	HYUNDAI-KIA	CIFT KULAK	MAP SENSORU ( CIFT KULAK ) HYUNDAI ACCENT, ATOS, ELANTRA, GETZ, I30, MATRIX, SONATA - KIA CEE'D, CERATO, PICANTO, RIO, SPORTAGE		39300-22600 - 39300-38110	104-001			
17-2204	HYUNDAI-KIA		MAP SENSORU HYUNDAI ACCENT IV, H1, H100, I20, I30, IX35 SANTA FE - KIA BONGO, CARNIVAL, CEE'D, SORENTO, SPORTAGE		39210-2A800	103-046			
17-2205	HYUNDAI-KIA		MAP SENSORU HYUNDAI H100, H350, H1, Ix35, TUCSON - KIA SORENTO, BONGO, SORENTO		39200-2F000	104-001			
17-2206	HYUNDAI-KIA		MAP SENSORU HYUNDAI STAREX - H1 - H100 - MATRIX - KIA BONGO, CERATO, PREGIO		39200-42030 - 39200-42020 - 39200-27400	104-001			
17-2500	VOLVO		MAP SENSÖRÜ VOLVO S60 II -S80 II - V60 - V70		31405341	104-001			
17-9000	VOLVO-FORD-ALFA ROMEO-UNIVERSAL		MAP SENSORU VOLVO S60 II, S80 II, S90, V40, V60, XC60, XC90 - FORD C-MAX, ECOSPORT, FIESTA, FOCUS,  KUGA, MONDEO, TRANSIT CONNECT - ALFA ROMEO GIULIETTA		0261230448 - 0261230421 -	104-001			
