SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
07-1607	BMW		EKSANTRİK DEVİR SENSÖRÜ BMW Z3, 318İ, 316İ ( E36 )		12141734813 - 12141739891 -	103-009			
07-1608	BMW		EKSANTRİK DEVİR SENSÖRÜ BMW X3, X1, 520D, 320D ( F30, F80, F20, F21, F10, E60, E83, E84, F25, E70 )		13627803093 - 7803093 -	103-062			
07-1700	MERCEDES		EKSANTRİK MİL AYARI MERCEDES S202, W203, S203, CL203, C208, A208, W210, S210, R170		1110510177 - A1110510177 - 1110510077	103-018			
07-1701	MERCEDES		EKSANTRİK DEVİR SENSÖRÜ MERCEDES W169, W245, W202, W203, S202 B200, B180, B170, B160, B150, A200, A180, A170, A160		A0041536028 - 2729050143 - 2729050043	103-001			
07-1702	MERCEDES		EKSANTRİK DEVİR SENSÖRÜ MERCEDES SPRINTER, VITO, W638, W463, W16,3 W140, W210, C208		0031539128 - A0041530028 -	103-001			
07-1703	MERCEDES		EKSANTRİK DEVİR SENSÖRÜ MERCEDES E200, C180, C200, C220, C250 ( W202, W203, W204, W210, W211, W212, S210, S211, S212 )		9.0438  0041536928 - 0041530728 - 0031538328	103-001			
07-1704	MERCEDES		EKSANTRİK DEVİR SENSÖRÜ MERCEDES W168, W245, W203, W204, C218, W211, W212, SPRINTER		0051531328 - 0031539728 -	103-001			
07-1800	FORD - VOLVO		EKSANTRİK DEVİR SENSÖRÜ FORD TRANSIT, S-MAX, MONDEO - VOLVO V50, S80, S40, C30		1S7F-12K073-AD - 1119942 - 30658182	102-081-8			
07-1801	FORD - OPEL-VOLVO		EKSANTRİK DEVİR SENSÖRÜ FORD B-MAX, C-MAX, FIESTA, FOCUS, MONDEO - VOLVO V70, V50, S80, S40, C30 - OPEL CORSA C CORSA D ASTRA H		4M5G-12K073-AA - 1319158 - 55187973	103-001			
07-1802	FORD		EKSANTRİK DEVİR SENSÖRÜ FORD KUGA II, FOCUS III, CONNECT, MONDEO IV, FOCUS, FIESTA		1685719 - BM51-12K073-AA - BM51-12K073-AB	103-001			
07-1803	FORD		EKSANTRİK DEVİR SENSÖRÜ FORD ESCORT, FIESTA, FOCUS, TRANSIT		95BF-12K073-AB - 7009579 - 1037465	102-010			
07-1804	FORD - MAZDA - PORSCHE		EKSANTRİK DEVİR SENSÖRÜ FORD RANGER - MAZDA BT - PORSCHE BOXSTER		WE0118230 - WE01-18-230	103-001			
07-1805	FORD		EKSANTRİK DEVİR SENSÖRÜ FORD TRANSIT, COURIER, CONNECT		1844719 - 1762910 - CM51-12K073-BB	103-001			
07-1806	FORD		EKSANTRİK DEVİR SENSÖRÜ FORD MONDEO IV, KUGA II, KUGA, GALAXY, FUSION, FOCUS, FIESTA		1451478 - 1229954 -	103-003			
07-1807	FORD		EKSANTRIK DEVIR SENSORU FORD ESCORT, FIESTA, FOCUS, MONDEO		1S4F-12K073-AA / 1S4F-12K073-BA / 5M51-12K073-AA / 5M51-12K073-AB	103-042			
07-1808	FORD - PEUGEOT - FIAT		EKSANTRİK DEVİR SENSÖRÜ FORD TRANSIT, RANGER - PEUGEOT BOXER - FIAT DUCATO		6C11-12K073-AC / 6C11-12K073-AA / 2S7Q-12K073-BB / 2S7Q-12K073-BA	103-042			
07-1900	HONDA		EKSANTRİK DEVİR SENSÖRÜ HONDA CIVIC VII - FR-V		37840-PLC-006 - 37840-RJH-006	103-068-1			
07-2001	NISSAN - RENAULT		EKSANTRİK DEVİR SENSÖRÜ NISSAN QASHQAI, MICRA - RENAULT MEGANE IV DENSO OEM ÜRÜN		23731-ED02A - 23731-ED02B - 23731-ED02C	103-059			
07-2200	HYUNDAI		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI ACCENT, GETZ, ERA		39300-27000	103-001			
07-2201	HYUNDAI		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI ACCENT ERA, ACCENT BLUE, GETZ		9.0556 39300-2A000 9.0556	103-001			
07-2202	HYUNDAI - KIA		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI H100, H1 - KIA SORENTO		39350-4A400	103-001			
07-2203	HYUNDAI - MITSUBISHI		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI GETZ - MITSUBISHI CARISMA		39310-38050	103-055			
07-2204	HYUNDAI		EKSANTRİK DEVİR SENSORÜ HYUNDAI ACCENT BLUE 11> 1.4 i20 - i40		39350-2B030	103-001			
07-2205	HYUNDAI		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI SONATA 99> SANTAFE ( 37110 )		39350-37100 - 39350-37110 -	103-009			
07-2206	HYUNDAI - KIA		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI iX35 - KIA SORENTO		39300-27F000 39300-2F000 KOR-39300-2F000	103-001			
07-2207	HYUNDAI		EKSANTRİK DEVİR SENSÖRÜ HYUNDAI ACCENT-ELENTRA-GETZ		39350-22600	103-009			
07-2300	MAZDA		EKSANTRİK DEVİR SENSÖRÜ MAZDA 323, MAZDA 3		J5T23281 - ZJ01-18-230 - ZL01-18-230	103-055			
07-2700	SUZUKI		EKSANTRİK DEVİR SENSÖRÜ SUZUKI BALENO, SWIFT, JIMNY, GRAND VITARA		33220-50G01 - 33220-50G02	103-055			
07-2900	LAND ROVER		EKSANTRİK DEVİR SENSÖRÜ LAND ROVER DISCOVERY II 4.6 -  4×4		ERR6169	103-059			
