SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
42-1507	VOLKSWAGEN - SEAT - SKODA	***MAVİ HALKA	ENJEKTÖR VW POLO - SEAT IBIZA - SKODA FABIA		03D906031G - 03D906031F -	102-005			
42-1508	VOLKSWAGEN		ENJEKTÖR VW GOLF V, GOLF VI, JETTA, PASSAT		03C906036F - 03C906036M	102-061			
42-1509	VOLKSWAGEN - SEAT	4 DELİK ***YEŞİL HALKA	ENJEKTÖR ( YEŞİL 4 DELİK ) VW POLO - SEAT CORDOBA, IBIZA  ** AFH		036906031A	102-015K			
42-1510	VOLKSWAGEN		ENJEKTÖR VOLKSWAGEN GOLF IV - BORA 1.6		037906031AA	102-015K			
42-1511	VOLKSWAGEN - SEAT		ENJEKTÖR + KÜTÜĞÜ KOMPLE VOLKSWAGEN POLO - SKODA FABIA - SEAT IBIZA		036906031AJ	102-005			
42-1512	VOLKSWAGEN		ENJEKTÖR VW GOLF VI JETTA III-IV PASSAT B6-B7 T5-T6 AUDI A3 A4 A5 A6 Q3 SEAT LEON ALTEA		06H906036G 06H906036				19.08.2025
42-1700	MERCEDES		ENJEKTÖR MERCEDES C-SERISI W204 - E-SERISI W211		R04201D A6460700987 6460700987				
42-1800	FORD		ENJEKTÖR FORD FIESTA- FOCUS- MONDEO- C MAX- B MAX 1.4- 1.6 16V		98MF9F593BC				19.08.2025
42-2200	HYUNDAI	4 DELİK ***YEŞİL	ENJEKTÖR ( 4 DELİK YEŞİL ) HYUNDAI ACCENT ERA		35310-37150	102-005			
42-2201	HYUNDAI	***SİYAH	ENJEKTÖR HYUNDAI ACCENT, GETZ, ELANTRA		35310-22600	102-005			
42-2202	HYUNDAI - KIA		ENJEKTÖR HYUNDAI İ30 11> - KIA CEED, SPORTAGE 11> GDİ ( 2B130 AYNI )		35310-2B110 - 35310-2B130 -	102-001			
42-9000	UNIVERSAL	***KÜÇÜK	ENJEKTÖR FİLTRESİ KÜÇÜK		200120				
42-9001	UNIVERSAL	***BÜYÜK	ENJEKTÖR FİLTRESİ BÜYÜK		200111				
