SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
25-1512	SKODA	GRİ	YAG MUSURU SKODA FABIA I ( 99-03 ) - OCTAVIA I ( 99-01 ) ( 0.90 BAR )		047919081B	101-004-1			
25-1513	VOLKSWAGEN - SEAT	BEYAZ	YAG MUSURU VW GOLF IV- TRANSPORTER T4-A8 - SEAT CORDOBA - SEAT IBIZA II ( 1.80 BAR BEYAZ )		037919081B - 06A919081B - 037919081C	101-004-1			
25-1514	VOLKSWAGEN - AUDI		YAG MUSURU AUDI 80-90-100 - VW GOLF-JETTA-PASSAT ( 0.30 BAR )		021919081C - 056919081C -				
25-1515	VOLKSWAGEN YAGSEVEİYESENSORU		YAG SEVIYE SENSORU VW CADDY III-CC-GOLF VI-JETTA-PASSAT-POLO V- TRANSPORTER T5 -TIGUAN		1J0907660C - 1J0907660F - 94860614000	103-018			
25-1516	VOLKSWAGEN		YAG MUSURU VW LT 28 - 46 II ( 0.35 BAR )		00A919081				
25-1518	VOLKSWAGEN - SEAT	MAVİ	YAG MUSURU VW LT 28-35 -CADDY II-POLO CLASSIC - SEAT LEON ( 0.25 BAR MAVI )		028919081E - 028919081G - 028919081J	101-004			
25-1519	VOLKSWAGEN - SKODA - SEAT	KABLOLU	YAG MUSURU VW GOLF V-PASSAT - SKODA OCTAVIA II - SEAT TOLEDO III ( 1.40 BAR KABLOLU )		06D919031	101-004			
25-1520	AUDI	KABLOLU	YAG MUSURU AUDI A4 ( 05-08 ) - A6 ( 05-08 ) ( 1.40 BAR KABLOLU )		06E919031	101-004			
25-1521	VOLKSWAGEN		YAG MUSURU VW GOLF V-JETTA-PASSAT ( 1.40 BAR 2.0 FSI )		06D919081B	102-055			
25-1522	VOLKSWAGEN - AUDI		YAG MUSURU VW TOUAREG ( 10-18 ) - AUDI A4-A5-A6-Q5-Q7 ( 2.80 BAR 2 PIN )		06E919081B - 06E919081C -	102-055			
25-1523	AUDI - PORSCHE		YAG MUSURU AUDI A4 QUATTRO-A5-A7-Q5-Q7 - PORSCHE-CAYENNE-PANAMERA ( 2.30 BAR 2 PIN )		059919081D - 059919081G -	102-055			
25-1524	VOLKSWAGEN - AUDI - SKODA	FİLTRELİ	YAG MUSURU AUDI A4 - SKODA SUPERB - VW CADDY IV-POLO V-GOLF VI/VII-TIGUAN ( 2.50 BAR TSI FILITRELI )		04E919081A - 06H919081 - 06H919081A	101-004			
25-1525	VOLKSWAGEN - AUDI	YEŞİL	YAG MUSURU AUDI A3 - VW JETTA-PASSAT-TOURAN ( 0.50 BAR YESIL TSI )		03C919081	101-004			
25-1526	VOLKSWAGEN - AUDI - SEAT		YAĞ MÜŞÜRÜ VW GOLF VII PASSAT VI - AUDI A3 A4 A5 Q2 Q3 Q5 - SEAT ATECA IBIZA LEON		7.0217 03N919081				
25-1600	BMW - LAND ROVER		YAG MUSURU BMW 3.16I-3.18I-5.18I-5.20I - LAND ROVER FRELANDER-RANGE ROVER III ( 0.30 BAR )		12617568480 - 12611710509 - 1730160	102-015K			
25-1603	BMW YAGSEVEİYESENSORU		YAG SEVIYE SENSORU BMW 1.18I-1.20I-3.18I-3.20I-X1-Z4		12617501786 - 7501786 -	103-020			
25-1604	BMW YAGSEVEİYESENSORU	KABLOLU	YAG SEVIYE SENSORU BMW 5.20I-5.23I-5.28I ( 95-03 ) ( 3 PIN KABLOLU )		12611433509 - 12617508002 - 1433509	103-009-3			
25-1605	BMW YAGSEVEİYESENSORU		YAG SEVIYE SENSORU BMW 1.18D-1.20D-1.23D-3.20D-3.25D-5.20D-5.20I-5.23I-X1-X2-X3		12611439810 - 12617508003 - 12617832375	103-020			
25-1700	MERCEDES		MOTOR YAĞ SEVİYE SENSÖRÜ MERCEDES-BENZ  A-SERISI W168-W169 - VANEO		0051539428 - A6409050000	103-060			
25-1701	MERCEDES		YAĞ SEVİYE SENSÖRÜ(SONDASI) MERCEDES-BENZ W179 A180 (DİZEL)		6079052100	102-015K			13.12.2024
25-1800	FORD		YAG MUSURU FORD TRANSIT ( 00-06 ) ( 0.60 BAR )		1096320 98AB-8278-BA	101-005			
25-1801	FORD		YAG MUSURU FORD ESCORT-FIESTA-FOCUS-KA-MONDEO-TOURNEO-TRANSIT ( 0.40 BAR )		98AB-9278-CA - 98AB-9278-AA - 3S71-9278-AB	101-005			
25-1802	FORD		YAG MUSURU FORD B MAX-C MAX-FIESTA-FOCUS-KUGA-MONDEO-TOURNEO-TRANSIT ( 0.25 BAR )		1116647 - 1226188 - 1S7A-9278-AA	101-005			
25-1803	FORD		YAG MUSURU FORD ESCORT-C MAX-FOCUS-FUSION ( 0.30 BAR )		0409160 81AB-9278-AA 81AB-9278-BA				
25-1900	HONDA - LAND ROVER		YAG MUSURU HONDA ACCORD V - LAND ROVER DEFENDER-FREELANDER-DISCOVERY ( 0.35 BAR )		37240-P5T-G00 - NUC10003	102-015K			
25-1901	HONDA - TOYOTA		YAG MUSURU HONDA ACCORD-CIVIC-JAZZ - TOYOTA AVENSIS-COROLLA-HILLUX-YARIS-RAV4 ( 0.20 BAR )		37240-PHM-003 - 83530-05010 - 83530-28010				
25-1902	HONDA - OPEL		YAG MUSURU HONDA ACCORD-CIVIC-CR V - OPEL CORSA B/C-VECTRA C-ASTRA H ( 0.40 BAR )		37240-PD2-003 - 37240-PT0-023 - 37240-PT0-014				
25-2000	NISSAN		YAĞ MÜŞÜRÜ NISSAN PATHFINDER 3.3		DOP 1147 25240-70J00				
25-2001	NISSAN-RENAULT		YAĞ MÜŞÜRÜ NISSAN PATHFINDER-NOTE-NAVARA-MICRA - RENAULT MASTER-KOLEOS		25240-4M400 - 25240-4M40E - 7701059974				
25-2200	HYUNDAI		YAG MUSURU HYUNDAI ACCENT I/II/III - ELANTRA III/IV - GETZ - H100 - TUCSON ( 0.40 BAR )		94610-73011 - 94750-11010 - 94750-11102				
25-2201	HYUNDAI - KIA		YAĞ MÜŞÜRÜ HYUNDAI ACCENT-İ10-İ20-İ30 - KIA CEED - RIO III/IV (0.20 BAR)		94750-02100 - 94750-02000				
25-2202	HYUNDAI - KIA	DİZEL	YAG MUSURU HYUNDAI ACCENT-ERA-GETZ-H100-I10-I20-I30-Ix20-Ix35 - KIA SPORTAGE ( 0.30 BAR DIZEL )		94750-37000 - 94750-37100 -				
25-2300	MITSUBISHI-FIAT		YAĞ MÜŞÜRÜ MITSUBISHI L200-LANCER-PAJERO-COLT - FIAT FULLBACK (0.2 BAR)		MN163743 - 6000607714	101-004			
25-9000	UNIVERSAL		YAG MUSURU IS MAKINASI		320/A4146				
25-9001	DAIHATSU-TOYOTA-SUZUKI		YAG MUSURU DAIHATSU-TOYOTA-SUZUKI ( 0.40 BAR )		83530-3006 - 83530-6003 - 83530-8710				
25-9002	VOLVO - FORD		YAĞ MÜŞÜRÜ VOLVO S60 2.0T - FORD FOCUS ST 2.5		7.0056 6M5G-9278-AA - 1347003 - 3565696 -1.800.056				
