SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
02-1512	VOLKSWAGEN-SKODA	KLİMA İÇ ISI SENSÖR	EVAPARATOR (KABİN) SICAKLIK SENSÖRÜ VW POLO (01-09) - SKODA FABIA I - II (KLİMA İÇ ISI SENSÖR)		VWA231623 6Q0907543D - 6Q0907543A - 6RD907543	102-133			
02-1600	BMW		DIS HAVA SICAKLIK SENSORU BMW E81, E82, E87, E88, F20, F21, E46, E90, E91		65816905133 - 65806905050 - 65810149842	102-044			
02-1601	ROVER		HAVA SICAKLIK SENSORU LAND ROVER		W963619M	102-015K			
02-1602	ROVER-VOLVO-FIAT		HAVA SICAKLIK SENSORU LAND ROVER FREELANDER, DEFENDER - JAGUAR XF - FIAT SCUDO - VOLVO S40, S80, V50		LR008852 - LR003575 -	102-010			
02-1603	BMW		HAVA SICAKLIK SENSORU BMW E36, E46, E39, E53		13621739510	102-015K			
02-1604	BMW-MINI		HAVA SICAKLIK SENSORU BMW F20, F21, F40, F45, F23, F90, F30, F10, F90 - MINI CLUBMAN, COUNTRYMAN		13627812741 - 13628519445	102-045-1			
02-1605	BMW		HAVA SICAKLIK SENSORU BMW E46, E90, E91, E60, F10, F11, E81, E82, E87, E88, E93		13627792203	102-015K			
02-1700	MERCEDES		DIS HAVA SICAKLIK SENSORU MERCEDES-BENZ W245-W246-C117- SPRINTER- CRAFTER- ACTROS		2E0919379A - 2E0919379B - A0005428418	102-044			
02-1800	FORD		HAVA SICAKLIK SENSÖRÜ FORD FOCUS II-III - CONNECT		6M5T-10K936-AC 6M5T10K936AC	102-087			
02-2700	SUZUKI		HAVA SICAKLIK SENSORU SUZUKI VITARA		13650-56B00	102-081-4			
