SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
18-1600	BMW		HAVA DEBIMETRESI BMW 3.20d ( E46 ) - 5.20d / 5.25d / 5.30d ( E39 ) - 7.30d ( E38 ) - X5		13622247074 - 13627787076 - 13712247002	105-015K			
18-1601	BMW - LAND ROVER		HAVA DEBIMETRESI BMW - LAND ROVER FREELANDER ( 00-06 )		13712247592 - MHK101130L - MHK101130	105-015K			
18-1700	MERCEDES		HAVA DEBIMETRESI MERCEDES C, CLK, CLS, E, S, SL, SLK		A1130940048	105-015K			
18-1800	FORD		HAVA DEBIMETRESI FORD ESCORT, GALAXY, MONDEO, TRANSIT, PUMA		93BB-12B579-BA - 6848047	105-006			
18-2001	NISSAN	İÇ ÇEKİRDEK	HAVA DEBIMETRESI NISSAN ALMERA, PRIMERA ( IC CEKIRDEK )		22680-5U400				
18-2002	NISSAN	İÇ ÇEKİRDEK	HAVA DEBIMETRESI NISSAN JUKE, MICRA, NAVARA, NOTE, QASHQAI, PATHFINDER III ( IC CEKIRDEK )		22680-7S000 - AFH70M-38 -	106-042			
18-2004	NISSAN		HAVA DEBIMETRESI NISSAN ALMERA, PRIMERA		22680-5U400				
18-2100	TOYOTA		HAVA DEBİMETRESİ TOYOTA AURIS, AVENSİS, COROLLA, RAV4, YARIS, LAND CRUISER		22204-33010				
18-2101	NISSAN		HAVA DEBIMETRESI ( İÇ ÇEKİRDEK ) NISSAN PATFINDER - PRIMERA		22680-2J200				
18-2200	HYUNDAI		HAVA DEBIMETRESI HYUNDAI ACCENT 1.5 ( 94-00 )		28164-22060 - 28164-22051 -	104-007K			
18-2204	HYUNDAI KIA		HAVA DEBIMETRESI HYUNDAI ACCENT III-IV-ELENTRA-GETZ-İ10-İ20-İ40-İX20-İX35 - KIA RIO		28164-2A401 - 28164-2A500	105-017			02.11.2024
