SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
27-1106	FIAT	START STOPSUZ	DEBRIYAJ PEDAL MUSURU FIAT DOBLO II - GRANDE PUNTO ( 2 PIN START STOPSUZ )		51798630 - 1239019 - 95510056				
27-1200	PEUGEOT-CITROEN	KABLOLU	DEBRIYAJ PEDAL MUSURU PEUGEOT P207-P301-P307-P308-P407 - CITROEN C3-C4 ( 2 PIN KABLOLU )		2189.20 - 2189.24 - 96528443480				
27-1201	PEUGEOT-CITROEN		DEBRİYAJ KONDAKTÖRÜ (MÜŞÜRÜ) PEUGEOT PARTNER - CITROEN C3-C5 (1.4 HDI-2.0 HDI)		7.1214 - 2127.C7				
27-1202	PEUGEOT-CITROEN		DEBRİYAJ KONDAKTÖRÜ (MÜŞÜRÜ) PEUGEOT 307-PARTNER - CITROEN XSARA-PICASSO (2.0 HDI)		7.1219 - 2127.78				
27-1300	OPEL		DEBRIYAJ PEDAL MUSURU OPEL ASTRA G/H-COMBO-CORSA C/D-VECTRA C ( 2 PIN )		55701396 - 6239120 - 6240187				
27-1301	OPEL		DEBRIYAJ PEDAL MUSURU CHEVROLET CAPTIVA-AVEO - OPEL MOKKA ( 2 PIN )		4805576 - 96628564 -				
27-1500	VOLKSWAGEN - AUDI	MAVI	DEBRIYAJ PEDAL MUSURU VW BORA-GOLF IV-TRANSPORTER T5-T6 - POLO V - AUDI A4-A6 ( 2 PIN MAVI )		1J0927189 - 6Q0927189 - 7H0927189				
27-1501	VOLKSWAGEN	MAVI	DEBRIYAJ PEDAL MUSURU VW TRANSPORTER T4 ( 2 PIN MAVI )		1H0927189C - 1H0927189 - 1044902	102-133			
27-1502	VOLKSWAGEN - AUDI	SIYAH	DEBRIYAJ PEDAL MUSURU AUDI A3 - VW BORA - GOLF IV - POLO - TRANSPORTER T4 ( 2 PIN SIYAH )		1H0927189A - 1H0927189D -	102-133			
27-1503	VOLKSWAGEN - AUDI - PORSCHE	SARI	DEBRIYAJ PEDAL MUSURU VW AMAROK-GOLF IV-TOUAREG - AUDI Q7 - PORSCHE CAYENNE ( 2 PIN SARI )		1H0927189E - 95561311301	102-133			
27-1504	VOLKSWAGEN		DEBRIYAJ PEDAL MUSURU VW CADDY III-GOLF V/VI-POLO V-BEETTLE ( 4 PIN )		1K0927810 - 150927810A - 1K0927810D	105-010-1			
27-1505	VOLKSWAGEN		DEBRIYAJ PEDAL MUSURU VW PASSAT 1.4 TSI/1.6 TDI/1.9 TDI/2.0 FSI TDI ( 5 PIN )		3C0927810A	105-010-1			
27-1600	BMW		DEBRIYAJ PEDAL MUSURU BMW  3.20d-3.16I-5.20d-5.25d-5.30d ( 4 PIN )		61319122702 - 61316905900 - 61319231129				
27-1700	MERCEDES		DEBRIYAJ PEDAL MUSURU MERCEDES SPRINTER - VITO ( 2 PIN )		A0045452114 - A0065451014 -				
27-1800	FORD	BEYAZ MAVİ	DEBRİYAJ PEDAL MÜŞÜRÜ FORD FİESTA-FOCUS-COURİER-MONDEO-C MAX ( 2 PİN BEYAZ MAVİ )		3M5T-9C872-AC - 3M5T-9C872-AB - 4832219				
27-1801	FORD		DEBRİYAJ PEDAL MÜŞÜRÜ FORD B-MAX - C-MAX - ESCORT - FIESTA - FOCUS - MONDEO		6G9Z11A152A -6G9Z11A152AA				
27-1802	FORD		DEBRİYAJ PEDAL MÜŞÜRÜ FORD TRANSİT V184 - V347 - FIESTA *** 4 PİNLİ		2S6T-7C534-AA - 94BB-7C534-AC				
27-2200	HYUNDAI	KABLOLU	DEBRIYAJ MUSURU HYUNDAI ACCENT-STAREX-GETZ-I20-I30-Ix35 ( 2 PIN KABLOLU )		93840-26000 - 93840-2E010 - 93840-3K000				
27-2200-1	HYUNDAI	KABLOSUZ	DEBRİYAJ MÜŞÜRÜ HYUNDAI ACCENT GETZ İ20 İ30 (2 PİN KABLOSUZ)		93840-3K000 93850-3E000				
27-2202	HYUNDAI		DEBRIYAJ PEDAL MUSURU HYUNDAI H100 11>		93840-4F110				
