SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
06-1127	FIAT	(ÖN SAĞ)	ABS SENSORU FIAT ALBEA-PALIO -SIENA		46783184	102-097			
06-1128	FIAT	(ÖN SAĞ)	ABS SENSORU FIAT MAREA		46763853 - 60816028	102-097			
06-1129	FIAT	(ARKA SOL)	ABS SENSORU FIAT MAREA		46539832	102-097			
06-1130	FIAT	(ARKA SAĞ-SOL)	ABS SENSORU FIAT ALBEA-PALIO-SIENA		51706546 - 46838209	102-097			
06-1131	FIAT	(ÖN SOL)	ABS SENSORU FIAT ALBEA-PALIO -SIENA		46456661 - 4643453	102-097			
06-1132	FIAT	(ÖN SAĞ)	ABS SENSORU FIAT PALIO -SIENA		46457537 - 46434529	102-097			
06-1133	FIAT	(ARKA SOL)	ABS SENSORU FIAT BRAVO		46532102	102-097			
06-1134	FIAT	(ARKA SOL)	ABS SENSORU FIAT FIORINO		52056372 - 52081848	102-044			
06-1135	ALFA ROMEO	(ÖN SAĞ-SOL)	ABS SENSORU ALFA ROMEO 159		51799347	102-044			
06-1136	FIAT-PEUGEOT	(ARKA SAĞ -SOL)	ABS SENSÖRÜ FIAT DUCATO - PEUGEOT BOXER - JUMPER 06--		46862097 - 51960588	102-044			
06-1200	PEUGEOT	(ARKA SAĞ -SOL)	ABS SENSÖRÜ PEUGEOT 3008 (ARKA SAĞ-SOL)		4545.J7 - 4545.K8	102-010			
06-1201	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 206		4545.77 - 4545.79	102-015K			
06-1202	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 307 - CITROEN C4		4545.C4 - 96584207	102-010			
06-1203	PEUGEOT	(ÖN SAĞ-SOL)	ABS SENSORU PEUGEOT 307 1.4		4545.88 - 9644966780	102-010			
06-1204	PEUGEOT	(ÖN SAĞ-SOL)	ABS SENSORU PEUGEOT 206		4545.99 - 9661738680	102-010			
06-1205	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 307		4545.89 - 96353848	102-010			
06-1206	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 407 - CITROEN C6		4545.C0 - 4545.G7	102-010			
06-1207	PEUGEOT-CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU PEUGEOT 407 - CITROEN C6		4545.A9 - 4545.G6	102-010			
06-1208	PEUGEOT-CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU PEUGEOT PARTNER II - CITROEN BERLINGO II-C4		4545.E7	102-010			
06-1209	PEUGEOT-CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU CITROEN C2 - C3 - PEUGEOT 1007 -		4545.97	102-010			
06-1210	CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU CITROEN C5 I/II		4545.A5	102-010			
06-1211	CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU CITROEN C5 I/II		4545.86	102-010			
06-1212	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 106		4545.81 - 963081480	102-016			
06-1213	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 207- 208- 301 - CITROEN C3		4545.J8 - 9665592380	102-010			
06-1214	PEUGEOT	(ÖN SAĞ-SOL)	ABS SENSORU PEUGEOT 206		4545.76	102-015K			
06-1218	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 207- 208- 301- 2008 - CITROEN C3- C3 AIRCROSS- C ELYSEE- C4 CACTUS		9805066080 - 9805066580	102-010			
06-1219	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 308 II- 3008 II- 5008 II - CITROEN C4 II		9800038480	102-010			
06-1220	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 406		4545.49 - 96183261	102-015K			
06-1221	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT PARTNER II - 5008 - CITROEN BERLINGO- C4		4545.E8 - 96536631	102-010			
06-1222	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 206- 207		4545.A0	102-010			
06-1223	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 206		4545.A3 - 9640921980	102-010			
06-1224	CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU CITROEN XANTIA		4545.43	102-015K			
06-1225	PEUGEOT-CITROEN	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 1007 - CITROEN C2- C3		4545.98	102-010			
06-1226	PEUGEOT-CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU CITROEN XM		4545.52	102-015K			
06-1227	PEUGEOT	(ARKA SAĞ-SOL)	ABS SENSORU PEUGEOT 607		4545.83 - 96317069	102-015K			
06-1228	PEUGEOT-CITROEN	(ÖN SAĞ-SOL)	ABS SENSORU PEUGEOT 207- 208- 301- 2008- BIPPER - CITROEN C3- C4- C ELYSEE- NEMO		4545.E4 - 4545.J9	102-010			
06-1300	OPEL	(ÖN SAĞ-SOL)	ABS SENSORU OPEL CORSA- COMBO C- MERIVA A		1238236 - 9115064	102-001			
06-1301	OPEL	(ÖN SAĞ-SOL)	ABS SENSORU OPEL ASTRA G- ZAFIRA A		9131387 - 6296805	102-096			
06-1302	OPEL	(ÖN SAĞ-SOL)	ABS SENSORU OPEL INSIGNIA A - MALIBU VII		1235326 - 1247310	102-076			
06-1303	OPEL-CHEVROLET	(ÖN SAĞ-SOL)	ABS SENSORU OPEL ASTRA J- ZAFIRA C- CHEVROLET CRUZE- ORLANDO- VOLT I		13329258 - 1247004	102-076			
06-1304	OPEL	(ÖN SAĞ-SOL)	ABS SENSORU OPEL ASTRA F -		1238424 - 6238404	102-096			
06-1305	OPEL	(ARKA SAĞ-SOL)	ABS SENSORU OPEL ASTRA J - CHEVROLET CRUZE- VOLT I		1247003 - 1247166	102-076			
06-1306	OPEL	(ÖN SAĞ-SOL)	ABS SENSORU OPEL MOKKA		94544440 - 1247465	102-076			
06-1401	CHEVROLET	(ARKA SOL)	ABS SENSORU CHEVROLET AVEO- KALOS		95996129 - 96200001				
06-1402	CHEVROLET	(ARKA SAĞ)	ABS SENSORU CHEVROLET AVEO- KALOS		95996130 - 96473223				
06-1403	CHEVROLET	(ÖN SOL)	ABS SENSORU CHEVROLET AVEO- KALOS		96969997 - 96473221				
06-1404	CHEVROLET	(ÖN SAĞ)	ABS SENSORU CHEVROLET AVEO- KALOS		96959998 - 96534911				
06-1405	CHEVROLET - OPEL	(ARKA SAĞ-SOL)	ABS SENSORU OPEL ANTARA - CHEVROLET CAPTIVA		4809379 - 96626080				
06-1406	CHEVROLET	(ÖN SAĞ)	ABS SENSORU CHEVROLET LACETTI J200		96549713 - 96455870	102-096			
06-1407	CHEVROLET - OPEL	(ÖN SAĞ-SOL)	ABS SENSORU OPEL ANTARA - CHEVROLET CAPTIVA		4809313 - 96626078	102-025			
06-1408	CHEVROLET	(ÖN SOL)	ABS SENSORU CHEVROLET LACETTI J200		96455869 - 96549712	102-096			
06-1500	VOLKSWAGEN-SKODA-AUDI-SEAT	(ÖN SOL)	ABS SENSORU VW BORA- GOLF III/IV- POLO III - SKODA OCTAVIA - AUDI A3 - SEAT LEÖN		1J0927803 - 1H0927807	102-070			
06-1501	VOLKSWAGEN-SKODA-AUDI-SEAT	(ÖN SAĞ)	ABS SENSORU VW BORA- GOLF III/IV- POLO III - SKODA OCTAVIA - AUDI A3 - SEAT LEÖN		1J0927804 - 1H0927808	102-070			
06-1502	VOLKSWAGEN-AUDI-SKODA-SEAT	(ARKA SAĞ-SOL)	ABS SENSORU VW BORA- GOLF III/IV- POLO III - SKODA OCTAVIA - AUDI A3 - SEAT LEÖN		1J0927807B	102-070			
06-1503	VOLKSWAGEN	(ARKA SAĞ SOL)	ABS SENSORU VW POLO- GOLF III		1H0927807D - 1H0927807B				
06-1504	VOLKSWAGEN-SKODA-AUDI	(ÖN SAĞ-SOL)	ABS SENSORU VW PASSAT B5 - SKODA SUPER B - AUDI A4		8D0927803D - 8D0927803B	102-056			
06-1505	AUDI	(ÖN SAĞ-SOL)	ABS SENSORU AUDI A4 B6 - B7		8E0927803B	102-056			
06-1506	AUDI	(ÖN SAĞ-SOL)	ABS SENSORU AUDI A4 B6 - B7		8E0927803A	102-056			
06-1507	AUDI	(ARKA SAĞ-SOL)	ABS SENSORU AUDI A4 B5		8D0927807C - 8D0927807A				
06-1508	VOLKSWAGEN-SKODA	(ARKA SAĞ-SOL)	ABS SENSORU VW PASSAT 1.9 TDI - SKODA SUPERB		8E0927807 - 3B0927807C				
06-1509	VOLKSWAGEN	(ÖN SOL)	ABS SENSORU VW GOLF VII/VIII- PASSAT B8 - POLO III - CLASSIC- POLOVI/V- TIGUAN -		6Q0927803A - 6Q0927803B	102-068			
06-1510	VOLKSWAGEN	(ÖN SAĞ)	ABS SENSORU VW GOLF VII/VIII- PASSAT B8- POLO III - CLASSIC- POLOVI/V- TIGUAN		6Q0927804A - 6Q0927804B	102-068			
06-1511	VOLKSWAGEN-SEAT-AUDI	(ARKA SOL)	ABS SENSORU VW POLO III CLAS- POLO IV/V - SEAT IBIZA III/IV - AUDI A1- A2		6Q0927807A - 6Q0927807B	102-068			
06-1512	VOLKSWAGEN-SEAT-AUDI	(ARKA SAĞ)	ABS SENSORU VW POLO III CLAS- POLO IV/V - SEAT IBIZA III/IV - AUDI A1- A2		6Q0927808A - 6Q0927808B	102-068			
06-1513	VOLKSWAGEN-SEAT	(ARKA SAĞ-SOL)	ABS SENSORU VW POLO III - SEAT CORDOBA		6N0927807A - 6K0927807D				
06-1514	VOLKSWAGEN	(ÖN SOL)	ABS SENSORU VW T5- T6- TIGUAN- PASSAT- GOLF V/VI/VII- CADDY III/IV- AMOROK- JETTA		DZ-0604803-3 - 7H0927803	102-068			
06-1515	VOLKSWAGEN	(ÖN SAĞ)	ABS SENSORU VW T5- T6- TIGUAN- PASSAT- GOLF V/VI/VII- CADDY III/IV- AMOROK- JETTA		7H0927804 - WHT003856	102-068			
06-1516	VOLKSWAGEN-SKODA-AUDI-SEAT	(ARKA SOL)	ABS SENSORU VW GOLF V/VI- JETTA- PASSAT- TIGUAN - SKODA SUPERB - AUDI A3 - SEAT ALTEA- LEÖN		1K0927807 - WHT003859	102-068			
06-1517	VOLKSWAGEN-SKODA-AUDI-SEAT	(ARKA SAĞ)	ABS SENSORU VW GOLF V/VI- JETTA- PASSAT- TIGUAN - SKODA SUPERB - AUDI A3 - SEAT ALTEA- LEÖN		1K0927808 - WHT003858	102-068			
06-1518	VOLKSWAGEN	(TESISATI)	ABS SENSOR KABLOSU VW PASSAT		3C0927904D				
06-1519	AUDI	(ÖN-ARKA SAĞ)	ABS SENSORU AUDI A4- A5- A6- A7		4E0927804A - 4E0927804D	102-068			
06-1520	AUDI	(ÖN-ARKA SOL)	ABS SENSORU AUDI A4- A5- A6- A7		4E0927803A - 4E0927803D	102-068			
06-1521	VOLKSWAGEN-MERCEDES	(ARKA SOL)	ABS SENSORU VW CRAFTER - MERCEDES-BENZ SPRINTER		2E0927801 - A9065400117	102-044			
06-1522	VOLKSWAGEN	(ARKA SAĞ-SOL)	ABS SENSORU VW CADDY III/IV- CRAFTER- GOLF VII- TIGUAN		2K0927807 - WHT003864	102-068			
06-1523	VOLKSWAGEN-MERCEDES	(ÖN SAĞ-SOL)	ABS SENSORU VW CRAFTER - MERCEDES-BENZ SPRINTER		2E0927801B - A9065400317	102-044			
06-1524	VOLKSWAGEN	(TESISATI)	ABS SENSOR KABLOSU VW CC		3C0927904P				
06-1525	VOLKSWAGEN	(TESISATI)	ABS SENSOR KABLOSU VW		3C0927904N - 3C0927904AC				
06-1526	VOLKSWAGEN	(TESISATI)	ABS SENSOR KABLOSU VW		3C0927903H - 3C0927903K				
06-1527	VOLKSWAGEN	(ARKA SOL)	ABS SENSORU VW AMAROK 2010		2H0927807A	102-068			
06-1528	VOLKSWAGEN-SKODA-AUDI-SEAT	(ARKA SOL)	ABS SENSORU VW GOLF VI- PASSAT- JETTA - AUDI Q3 - SEAT - SKODA SUPERB		1K0927807A - WHT003859A	102-068			
06-1528-1	VOLKSWAGEN-SKODA-AUDI-SEAT	(ARKA SAĞ)	ABS SENSORU VW GOLF VI- PASSAT- JETTA - AUDI Q3 - SEAT - SKODA SUPERB		1K0927808A - WHT003858A	102-068			
06-1529	VOLKSWAGEN-MERCEDES	(ÖN SAĞ-SOL)	ABS SENSORU VW LT 35 - MERCEDES-BENZ SPRINTER		927800008 - 2D0927807				
06-1530	VOLKSWAGEN	(ARKA SAĞ-SOL)	ABS SENSORU VW GOLF II - PASSAT- JETTA		191927807D - 357927807	102-096			
06-1531	VOLKSWAGEN-AUDI	(ÖN - ARKA SAĞ)	ABS SENSORU VW GOLF VII- PASSAT- T6 - AUDI A3- Q3- Q7 10		7L0927808A - 7L0927808B	102-068			
06-1532	VOLKSWAGEN	(ARKA-SAĞ)	ABS SENSORU VW AMAROK 10		2H0927808A	102-068			
06-1533	VOLKSWAGEN	(ÖN SOL)	ABS SENSORU VW GOLF VII 12		7L0927807A - 7L0927807B	102-068			
06-1600	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW E36		34521163027 - 34521163188				
06-1601	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW E36		34521182067 - 34521181971				
06-1602	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW E46		34521164651 - 34521165609				
06-1603	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW E46		34521164652 - 34521164370				
06-1604	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW E39		34521182159				
06-1605	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW E39		34521182160				
06-1606	BMW	(ÖN SOL)	ABS SENSORU BMW E46 -Z4		34526752681 - 34526792897	102-139			
06-1607	BMW	(ÖN SAĞ)	ABS SENSORU BMW E46 -Z4		34526752682 - 34526792896	102-139			
06-1608	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW E46		34526752683	102-139			
06-1609	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW E39		34520025723 - 34521165534	102-139			
06-1610	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW E39		34520025724 - 34521165535	102-139			
06-1611	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW E39		34520025720 - 34521165536	102-139			
06-1612	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW 1 -2-3		34526791223 - 34526884422	102-044			
06-1613	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW 1-2-3		34526791225 - 34526884421	102-044			
06-1614	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW X5		34526756379 - 34526752016	102-139			
06-1615	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW X5		34526756380 - 34520025726	102-139			
06-1616	BMW	(ARKA SAĞ-SOL)	ABS SENSORU BMW 1-3		34526764610				
06-1617	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW F10 -F12-F13		34526853859 - 34526775863	102-044			
06-1618	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW X5×6		34526771776 - 20324	102-04			
06-1619	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW E81 E87 E90		34526762465 0986594519				
06-1620	BMW	(ÖN SAĞ-SOL)	ABS SENSORU BMW 7 SERISI		34526771708 - 34526761800	102-139			
06-1700	MERCEDES-MITSUBISHI	(ARKA SAĞ-SOL)	ABS SENSORU MITSUBISHI COLT VI		A4545420318 - MR955037	102-044			
06-1701	MERCEDES - VOLKSWAGEN	(ARKA SAĞ)	ABS SENSORU MERCEDES-BENZ SPRINTER- VW CRAFTER		A9065400217 - 2E0927801A	102-044-2			
06-1702	MERCEDES		ABS SENSORU MERCEDES-BENZ VITO-VIANO		A6395401317	102-044-2			
06-1703	MERCEDES	(ARKA SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ CLS -E CLASSIC		A2115401217 - A2115402417				
