SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
14-1513	VOLKSWAGEN - AUDI - SEAT - SKODA		VURUNTU SENSÖRÜ AUDI A3 A4 VW TRANSPORTER T6 SEAT ALTEA		06E905376A - 06E905377J - 06E905376	103-019			
14-1515	VOLKSWAGEN - AUDI - SEAT - SKODA		VURUNTU SENSÖRÜ AUDI A3 - TT - VW BORA - GOLF IV - T5 - SEAT CORDOBA - IBIZA - LEON - TOLEDO - SKODA FABIA		06A905377C	103-019			
14-1600	MINI		VURUNTU SENSÖRÜ MINI COOPER - COOPER S - ONE - WORKS		12141487246 - 1487246	102-015K			
14-1601	BMW		VURUNTU SENSÖRÜ BMW 316İ 318İ E36		12141247993 - 13631460455 - 13631273265				
14-1602	BMW		VURUNTU SENSÖRÜ BMW 116İ 120İ 118İ 316İ 323İ 328İ 330İ		7568422 - 12141435485 - 13627568422				
14-1603	BMW		VURUNTU SENSÖRÜ BMW F20 F21 F30 F80 - MINI COOPER S		13627552114	102-010			
14-1801	FORD		VURUNTU SENSÖRÜ FORD C MAX FOCUS I FIESTA MONDEO		LR025005 - 1S7A-12A699-BA				
14-1900	HONDA		VURUNTU SENSÖRÜ HONDA ACCORD 03-- CR-V 02--		30530-PNA-003 - 30530-PPL-A01				
14-2000	NISSAN		VURUNTU SENSÖRÜ ALMERA PRİMERA PATHFİNDER TERRANO		22060-30P00	102-015K			
14-2100	TOYOTA		VURUNTU SENSÖRÜ TOYOTA CORALLA - AVENSİS - YARİS		89615-12030 - 89615-22050 - 89615-52010				
14-2200	HYUNDAI		VURUNTU SENSORÜ HYUNDAI ACCENT 1,3 1,5 MPI SOHC 2 FISLI		39250-22600	102-015K			
14-2201	HYUNDAI		VURUNTU SENSÖRÜ HYUNDAI ACCENT II ELENTRA GETZ TUCSON		3925026600 - 3925002400 - 39250-23010	103-009			
14-2203	HYUNDAI		VURUNTU SENSORÜ HYUNDAI ACCENT ERA 06>1,4 1,6		39250-26900 - 39250-02900 - 39252-26870	102-001			
14-2204	HYUNDAI		VURUNTU SENSORÜ HYUNDAI i30 1,4 16V 1.6 16V 07>12		39250-2B000	102-001			
14-2400	MAZDA		VURUNTU SENSÖRÜ MAZDA 2 - 3 - 6		ZJ01-18-921				
14-2700	SUZUKI		VURUNTU SENSÖRÜ SUZUKI ALTO SWIFT III GRAND VITARA 2.5		18640-78G00				
