SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
40-1700	MERCEDES	4 BAR 120 L/H ( DIŞTAN )	YAKIT POMPASI ELEKTRİKLİ MERCEDES 190E, 200E    *** 4 BAR 120 L/H ( DIŞTAN )		A0020915901 - A0020918901 - A0020918801				
40-1700-1	MERCEDES	4 BAR 120 L/H ( DIŞTAN )	YAKIT POMPASI ELEKTRİKLİ MERCEDES 190E, 200E    *** 4 BAR 120 L/H ( DIŞTAN )		A0020915901 - A0020918901 - A0020918801				
40-1701	MERCEDES	3 BAR 160L/H (FIRÇASIZ) 4 FİŞ	YAKIT POMPASI MERCEDES-BENZ    *** 3 BAR 160L/H (FIRÇASIZ) 4 FİŞLİ		A1904700294 - 172470079428				
40-1702	MERCEDES	3 BAR 210L/H	YAKIT POMPASI MERCEDES S SERISI COUPE C217 - W221 - VITO    *** 3 BAR 210L/h		A2214705994				
40-1703	MERCEDES	(FIRÇASIZ YENİ NESİL)UNIVERSAL	YAKIT POMPASI MERCEDES C SERISI W205 - W447 - VITO  (FIRÇASIZ YENİ NESİL) UNIVERSAL		A0024706694 - 0580106001				
40-1704	MERCEDES	4 BAR 120L/H	YAKIT POMPASI MERCEDES S-CLASS ( W220 )    *** 4 BAR 120L/H		A0014701294 - A0014706694 - 0986580354				
40-1705	MERCEDES	4 BAR 115 L/H	YAKIT POMPASI MERCEDES C SERİ ( W202 ) - CLK SERİ ( S202 )    *** 4 BAR 115 L/H		A0004705494 - A0004706394 -				
40-1706	MERCEDES	4 BAR 120L/H	YAKIT POMPASI MERCEDES W140 ( S ) - W124 ( E ) - W202 ( C ) - W210 ( E )    *** 4 BAR 120L/H		A0004705994 - A0004780001 - A0004709594				
40-1800-B	FORD	3 BAR 90L/H ( BEYAZ )	YAKIT POMPASI FORD FOCUS I, MONDEO III, FIESTA, KA, ESCORT ( BEYAZ )    *** 3 BAR 90L/H		XW9U-9350-AA - 3M51-9H307-AC				
40-1800-G	FORD	3 BAR 125L/H ( GRİ )	YAKIT POMPASI FORD FOCUS II, FIESTA III, FIESTA IV - ALFA ROMEO 156 - FIAT TEMPRA 2.0    *** 3 BAR 125L/h ( GRİ )		4M51-9350-AA - 46831949 -				
40-1800-M	FORD	3 BAR 90L/H ( MAVİ )	YAKIT POMPASI FORD FOCUS I, MONDEO III, FIESTA, KA, ESCORT ( MAVİ )    *** 3 BAR 90L/h		3M5U-9350-AD - 2M5U-9350-AA -				
40-1800-S	FORD	3 BAR 90L/H ( SİYAH )	YAKIT POMPASI FORD FOCUS I, MONDEO III, FIESTA, KA, ESCORT ( SİYAH )    *** 3 BAR 90L/h		XW9U-9350-AA - 1S7U-9H307-AB - 98FP-H307-AA				
40-1801	FORD	0.5 BAR	YAKIT POMPASI FORD RANGER (TKE) (15-) 2011>  3.2 - 2.2 TDCI    *** 0,5 BAR		60202358 AB39-9H307-EC - AB39-9H307-BD -				
40-1803	FORD-OPEL-LADA	3 BAR 95 L/H	YAKIT POMPASI FORD FIESTA - OPEL ASTRA G, COMBO, CORSA, VECTRA - LADA    *** 3 BAR 95 L/H		60202078 0580453460 - 0580454001 -				
40-1808	FORD	3 BAR 95L/H	YAKIT POMPASI FORD FESTIVA 95-01    *** 3 BAR 95L/h		60202357 XSGU-9H307-CD				
40-1901	HONDA-HYUNDAI	3 BAR 100L/H	YAKIT POMPASI HONDA ACCORD V, CIVIC VI ( 95-01 ) - INFINITY - HYUNDAI ACCENT I   *** 3 BAR 100L/H		E8235 - E8119				
40-1902	HONDA	3 BAR 120 L/H	YAKIT POMPASI HONDA CITY, CIVIC VII - CRV    *** 3 BAR 120 L/H		60212236 17040-SAA-000 - 17045-SMG-E01 - 17708-TFO-003				
40-1903	HONDA	3 BAR 90L/H	YAKIT POMPASI HONDA ACCORD, CIVIC, CR-V, CRX    *** 3 BAR 90L/H		60212234 - 17040-SDC-E00				
40-2100	TOYOTA	3 BAR 80L/H	YAKIT POMPASI TOYOTA YARIS 05>11    *** 3 BAR 80L/H		23220-0Q030 - 23220-0Q031				
40-2101	TOYOTA-HONDA	3 BAR 90 L/H	YAKIT POMPASI TOYOTA AVENSIS, CARINA - HONDA ACCORD, CR-V - JEEP    *** 3 BAR 90 L/H		60210060 23221-46060 - 23221-62010				
40-2102	TOYOTA	3 BAR 90 L/H	YAKIT POMPASI TOYOTA COROLLA, AVENSIS, CARINA    *** 3 BAR 90 L/H		23220-03040 - 23220-74021 - 23221-11050				
40-2103	TOYOTA	3 BAR 90 L/H	YAKIT POMPASI TOYOTA AURIS - URBAN CRUISER - PRIUS  & PEUGEOT  *** 3 BAR 90 L/H		23220-21211 - 23220-21211 - 23220-0M050				
40-2104	TOYOTA	3 BAR 100 L/H	YAKIT POMPASI TOYOTA AVENSIS - COROLLA - CARINA - YARIS     *** 3 BAR 100 L/H		23221-16490 - 23220-74021 - 23220-74020				
40-2200	HYUNDAI	3 BAR 135 L/H	YAKIT POMPASI HYUNDAI ACCENT ERA 1.3 - 1.5 DİZEL     *** 3 BAR 135 L/h		31112-1A600 - 31111-25000 - 31111-2D410				
40-2200-1	HYUNDAI		YAKIT POMPASI HYUNDAI ACCENT ERA 1.3 - 1.5 DİZEL TEK ÇIKIŞ		31110-1A600 - 31112-1A600				19.07.2025
40-2201	HYUNDAI	3 BAR 90L/H	YAKIT POMPASI HYUNDAI ACCENT 1.3 - 1.5  ( 94-01 ) GETZ, SANTA FE    *** 3 BAR 90L/h		31110-25000 - 31111-2D000				
40-2203	HYUNDAI	5 BAR	YAKIT POMPASI HYUNDAI ACCENT IV 1.4 - 1.6, ELANTRA, İX35    *** 5 BAR		60203111 31111-1R000 - 31110-1R200 - 31111-2W050				
40-2701	SUZUKI	3.5 BAR	YAKIT POMPASI SUZUKI SWIFT II    *** 3.5 BAR		15110-63B00 - 15110-63B10 - 15110-63B01				
40-2900	LAND ROVER	(DİZEL)	YAKIT POMPASI LAND ROVER DISCOVERY 2.0 (DİZEL)		FK72-9H307-BA - LR065349				
40-9000	UNIVERSAL		YAKIT POMPASI *** UNIVERSAL		0580453408 - 0580453407 -				
40-9000-1	UNIVERSAL	6 BAR	YAKIT POMPASI *** UNIVERSAL		580453408				
40-9000-2	UNIVERSAL	3 BAR 85L/H FİLTRELİ	YAKIT POMPASI *** UNIVERSAL		31110-25000 - 31111-2D000				
40-9002	VOLVO	3 BAR 100 L/H	YAKIT POMPASI VOLVO S40 95-03- V40 KOMBİ 95-04    *** 3 BAR 100 L/h		770020 EFP380902G PESK7500500				
40-9003	UNIVERSAL	0.2 BAR 95L/H	YAKIT POMPASI JENERATÖR - NISSAN TERRANO I (WD21) PATROL (Y61 , Y62) 0.2 BAR 95L/h		60201210 - 021906091B - 6001008899				
40-9003-1	UNIVERSAL	0,2 BAR 105L/H DÖKÜM GÖVDE	YAKIT POMPASI UNIVERSAL    *** 0,2 BAR 105L/h DÖKÜM GÖVDE		313011300046 7.21725.01.0 40-9003-1				
40-9003-2	UNIVERSAL	0,2 BAR 65L/H	YAKIT POMPASI MARİN TİP    *** 0,2 BAR 65L/h		MARİN TİP 0,2 BAR 65L/h				
40-9004	UNIVERSAL-MERCEDES-AUDI-VOLKSWAGEN	6 BAR 120L/H DIŞTAN MONTAJ	YAKIT POMPASI DIŞTAN MONTAJ UNIVERSAL AUDI FORD MERCEDES VW    *** 6 BAR 120L/h		580254910				
40-9005	UNIVERSAL	3 BAR 20L/H	YAKIT POMPASI MOTOSİKLET 2A (TVS MOTOSİKLET)    *** 3 BAR 20L/H		60201099				
40-9006	SUZUKI UNIVERSAL	3 BAR 120L/h	YAKIT POMPASI SUZUKİ CARRY & UNIVERSAL / JAPON GRUBU 3 BAR 120L/h		UC-V4  UCV4				
40-9006-1	UNIVERSAL	3 BAR	YAKIT POMPASI UNIVERSAL / JAPON GRUBU 3 BAR UCJ17		UC-J7				20.04.2025
40-9007	UNIVERSAL-MERCEDES	4 BAR 120 L/H	YAKIT POMPASI MERCEDES 190E - W202 - W124 - W210    *** 4 BAR 120 L/h		6127983 - 0580254911				
40-9008	MOTOSİKLET		YAKIT POMPASI MOTOSİKLET HONDA SPACY		16700-KWT-901 - 16700-KRE-B01				
40-9009	UNIVERSAL	( 12V 1 mpa 2.5 - 4 PSI )	YAKIT POMPASI UNIVERSAL ( 12V 1 mpa 2.5 - 4 PSI ) ( İŞ MAKİNELERİ, KAMYON, FORKLIFT )		HEP-02A - HEP02A - 60201202				
40-9010	MOTOSİKLET		YAKIT POMPASI MOTOSİKLET BAJAJ PULSAR- KTM- CF MOTO		40-9010 THR				
40-9011	UNIVERSAL-RENAULT - VOLVO - FIAT - PORSCHE - MERCEDES - SAAB		YAKIT POMPASI RENAULT - VOLVO - FIAT - PORSCHE - MERCEDES - SAAB		02SKV005 FD0035				
40-9013	JEEP		YAKIT POMPASI JEEP		9580810019 - 10-01567-SX				
40-9015	UNIVERSAL	PLASTİKLİ	YAKIT POMPASI MERCEDES BENZ ML SERİ W163 1998-2005 / RENAULT CLİO II THALIA 99---  FİLTRELİ		A1634703594 1634703594				
40-9021	UNIVERSAL	3.5 BAR 90L/H	YAKIT POMPASI UNIVERSAL    *** 3.5 BAR 90L/h		0986580908 60201908 31110-0X000				
40-9022	IVECO	3 BAR 150L/H	YAKIT POMPASI IVECO DAILY III   *** 3 BAR 150L/h		60229103 D3000061A 5010382028				
40-9023	UNIVERSAL	KISA	TRAKTÖR MAZOT TRANSFER POMPASI KISA		60201016 4132A016 ULPK0039 40-9023				
